GrLivArea,GrLivArea^2,SalePrice
1991.0,3964081.0,220000
1838.0,3378244.0,315000
1352.0,1827904.0,158000
1720.0,2958400.0,260400
1716.0,2944656.0,171000
999.0,998001.0,132500
1470.0,2160900.0,185000
1132.0,1281424.0,176000
1674.0,2802276.0,185000
1337.0,1787569.0,181000
1349.0,1819801.0,179000
1148.0,1317904.0,132500
1683.0,2832489.0,172500
1344.0,1806336.0,97000
1696.0,2876416.0,143900
882.0,777924.0,106500
1895.0,3591025.0,194500
894.0,799236.0,109500
1812.0,3283344.0,169500
1714.0,2937796.0,196500
1114.0,1240996.0,155000
1689.0,2852721.0,248328
1376.0,1893376.0,105000
2704.0,7311616.0,345000
1872.0,3504384.0,261500
858.0,736164.0,116500
864.0,746496.0,120500
1668.0,2782224.0,285000
835.0,697225.0,83000
1128.0,1272384.0,118000
1639.0,2686321.0,115000
1214.0,1473796.0,140000
1556.0,2421136.0,154000
1364.0,1860496.0,185850
2236.0,4999696.0,222000
1004.0,1008016.0,135000
1121.0,1256641.0,140000
1721.0,2961841.0,180000
1316.0,1731856.0,200141
1324.0,1752976.0,160000
1360.0,1849600.0,187500
1194.0,1425636.0,148000
1856.0,3444736.0,394432
900.0,810000.0,122000
1134.0,1285956.0,126000
1961.0,3845521.0,215000
816.0,665856.0,138000
894.0,799236.0,129000
1092.0,1192464.0,83500
1094.0,1196836.0,155000
1811.0,3279721.0,230000
1294.0,1674436.0,106250
2034.0,4137156.0,219500
1253.0,1570009.0,157000
2514.0,6320196.0,250000
1154.0,1331716.0,154000
1456.0,2119936.0,172785
1800.0,3240000.0,179000
1656.0,2742336.0,135000
2365.0,5593225.0,337000
1436.0,2062096.0,210000
1062.0,1127844.0,146800
1466.0,2149156.0,170000
1155.0,1334025.0,148000
1536.0,2359296.0,214000
971.0,942841.0,128500
1003.0,1006009.0,142500
1504.0,2262016.0,203000
1920.0,3686400.0,137000
1242.0,1542564.0,175500
2340.0,5475600.0,266500
1661.0,2758921.0,224900
1113.0,1238769.0,148000
1230.0,1512900.0,121600
1279.0,1635841.0,171500
2668.0,7118224.0,412500
1208.0,1459264.0,103000
1310.0,1716100.0,164990
2576.0,6635776.0,361919
936.0,876096.0,140000
1647.0,2712609.0,128000
1220.0,1488400.0,194000
882.0,777924.0,112500
1302.0,1695204.0,106000
1442.0,2079364.0,180500
1561.0,2436721.0,277500
1204.0,1449616.0,162000
1378.0,1898884.0,161000
848.0,719104.0,149300
1525.0,2325625.0,235000
1235.0,1525225.0,98600
1412.0,1993744.0,156932
2240.0,5017600.0,142953
2295.0,5267025.0,268000
1668.0,2782224.0,232000
1614.0,2604996.0,221500
866.0,749956.0,110500
1494.0,2232036.0,279500
1432.0,2050624.0,188500
1904.0,3625216.0,275000
1125.0,1265625.0,125000
1072.0,1149184.0,140000
1867.0,3485689.0,190000
1482.0,2196324.0,140000
2376.0,5645376.0,325300
1048.0,1098304.0,98300
1820.0,3312400.0,201800
1200.0,1440000.0,151000
2018.0,4072324.0,378500
996.0,992016.0,108000
848.0,719104.0,136500
1761.0,3101121.0,227875
1057.0,1117249.0,132000
1593.0,2537649.0,286000
1382.0,1909924.0,165000
1391.0,1934881.0,196000
1363.0,1857769.0,164900
1459.0,2128681.0,192000
1652.0,2729104.0,251000
1026.0,1052676.0,147000
2640.0,6969600.0,265979
1640.0,2689600.0,173000
1108.0,1227664.0,139400
693.0,480249.0,52500
1203.0,1447209.0,110000
1572.0,2471184.0,186700
1560.0,2433600.0,201000
1958.0,3833764.0,145000
894.0,799236.0,125000
1269.0,1610361.0,192000
1428.0,2039184.0,227680
1932.0,3732624.0,394617
1684.0,2835856.0,266000
3279.0,10751841.0,538000
816.0,665856.0,100000
2157.0,4652649.0,226000
1682.0,2829124.0,200500
698.0,487204.0,118000
1687.0,2845969.0,160000
1224.0,1498176.0,164500
1728.0,2985984.0,119000
1141.0,1301881.0,142500
1277.0,1630729.0,167000
1123.0,1261129.0,100000
2524.0,6370576.0,278000
1314.0,1726596.0,176432
1981.0,3924361.0,135000
864.0,746496.0,115000
1426.0,2033476.0,189950
1555.0,2418025.0,174000
