TotalBsmtSF,TotalBsmtSF^2,SalePrice
982.0,964324.0,179000
660.0,435600.0,135000
1252.0,1567504.0,337000
1436.0,2062096.0,210000
1029.0,1058841.0,146800
796.0,633616.0,170000
1109.0,1229881.0,148000
1536.0,2359296.0,214000
971.0,942841.0,128500
1003.0,1006009.0,142500
1504.0,2262016.0,203000
928.0,861184.0,137000
1242.0,1542564.0,175500
1152.0,1327104.0,266500
1649.0,2719201.0,224900
1143.0,1306449.0,148000
747.0,558009.0,121600
1196.0,1430416.0,171500
1572.0,2471184.0,412500
780.0,608400.0,103000
1310.0,1716100.0,164990
1234.0,1522756.0,361919
936.0,876096.0,140000
806.0,649636.0,128000
1199.0,1437601.0,194000
882.0,777924.0,112500
630.0,396900.0,106000
1424.0,2027776.0,180500
1561.0,2436721.0,277500
1204.0,1449616.0,162000
689.0,474721.0,161000
848.0,719104.0,149300
1525.0,2325625.0,235000
1235.0,1525225.0,98600
616.0,379456.0,156932
0.0,0.0,142953
1095.0,1199025.0,268000
1657.0,2745649.0,232000
1614.0,2604996.0,221500
686.0,470596.0,110500
1494.0,2232036.0,279500
716.0,512656.0,188500
1058.0,1119364.0,275000
1041.0,1083681.0,125000
547.0,299209.0,140000
1617.0,2614689.0,190000
672.0,451584.0,140000
1158.0,1340964.0,325300
0.0,0.0,98300
864.0,746496.0,201800
600.0,360000.0,151000
2002.0,4008004.0,378500
996.0,992016.0,108000
848.0,719104.0,136500
874.0,763876.0,227875
1057.0,1117249.0,132000
1593.0,2537649.0,286000
673.0,452929.0,165000
1391.0,1934881.0,196000
1008.0,1016064.0,164900
1459.0,2128681.0,192000
1494.0,2232036.0,251000
940.0,883600.0,147000
1240.0,1537600.0,265979
798.0,636804.0,173000
637.0,405769.0,139400
693.0,480249.0,52500
709.0,502681.0,110000
1572.0,2471184.0,186700
1560.0,2433600.0,201000
979.0,958441.0,145000
894.0,799236.0,125000
1256.0,1577536.0,192000
1417.0,2007889.0,227680
1932.0,3732624.0,394617
1684.0,2835856.0,266000
1650.0,2722500.0,538000
816.0,665856.0,100000
924.0,853776.0,226000
804.0,646416.0,200500
698.0,487204.0,118000
747.0,558009.0,160000
612.0,374544.0,164500
1728.0,2985984.0,119000
1141.0,1301881.0,142500
1277.0,1630729.0,167000
732.0,535824.0,100000
2524.0,6370576.0,278000
1314.0,1726596.0,176432
1122.0,1258884.0,135000
864.0,746496.0,115000
912.0,831744.0,189950
1373.0,1885129.0,174000
